Id,SalePrice
1690,192787.71
1691,177362.7
1692,253109.99
1693,160560.15
1694,178547.11
1695,166685.08
1696,246314.61
1697,169020.24
1698,363469.38
1699,320159.49
1700,253223.64
1701,258325.76
1702,247479.87
1703,242860.74
1704,280432.98
1705,237703.33
1706,461756.77
1707,202623.63
1708,199835.8
1709,291040.21
1710,225703.99
1711,259515.1
1712,244577.76
1713,274728.77
1714,213095.98
1715,199595.8
1716,187756.27
1717,167705.69
1718,115961.27
1719,194197.87
1720,242797.25
1721,174592.45
1722,114198.43
1723,168375.32
1724,205132.16
1725,231918.48
1726,182469.17
1727,160040.92
1728,180094.84
1729,159105.0
1730,163947.03
1731,126908.0
1732,142884.22
1733,111291.58
1734,115204.25
1735,129724.0
1736,122242.41
1737,353930.61
1738,205585.47
1739,299258.51
1740,227915.47
1741,182136.94
1742,169473.92
1743,174646.99
1744,320972.27
1745,188042.91
1746,193243.3
1747,200928.16
1748,237714.57
1749,166350.17
1750,140080.0
1751,246605.22
1752,112826.44
1753,160729.25
1754,233617.8
1755,165407.32
1756,125391.75
1757,117626.54
1758,151855.53
1759,166184.54
1760,167855.95
1761,165722.73
1762,166264.69
1763,152367.27
1764,115952.5
1765,167920.83
1766,182493.34
1767,249897.2
1768,135347.25
1769,165876.48
1770,139255.16
1771,130656.25
1772,134020.21
1773,144027.78
1774,141534.58
1775,134049.04
1776,126537.34
1777,107973.83
1778,126184.66
1779,117953.84
1780,160561.02
1781,128581.09
1782,99504.7
1783,151560.32
1784,96572.5
1785,119510.68
1786,165818.5
1787,157309.5
1788,65547.44
1789,99446.13
1790,93821.32
1791,273830.01
1792,155232.0
1793,136311.12
1794,138531.12
1795,128901.04
1796,116782.92
1797,146270.0
1798,118792.96
1799,108842.08
1800,119223.92
1801,135692.2
1802,146785.7
1803,158549.89
1804,136162.75
1805,134069.0
1806,131543.0
1807,124637.53
1808,124808.12
1809,108865.76
1810,145853.87
1811,104526.52
1812,88497.0
1813,124500.38
1814,88032.57
1815,64260.7
1816,105557.08
1817,116493.59
1818,144020.19
1819,125043.64
1820,69660.33
1821,106352.52
1822,158531.82
1823,62036.33
1824,136801.37
1825,141868.40333333335
1826,103013.52
1827,101191.11
1828,145544.5
1829,147112.87
1830,142665.82
1831,145414.68
1832,127209.21
1833,142707.09
1834,119170.39
1835,144560.37
1836,117249.14
1837,83246.72
1838,114720.0
1839,106477.58
1840,162114.0
1841,142178.23
1842,101399.16
1843,152546.83
1844,133246.5
1845,154135.86
1846,156319.0
1847,168989.34
1848,66833.0
1849,89780.77
1850,119804.5
1851,147024.0
1852,129700.37
1853,136099.8333333333
1854,157608.04
1855,156347.03
1856,233339.81
1857,151294.15
1858,137994.8
1859,121384.32
1860,146424.53
1861,122394.14
1862,414940.76
1863,423282.98
1864,423282.98
1865,345701.2
1866,319414.78
1867,244467.95
1868,301904.47
1869,206286.26
1870,259265.67
1871,251872.85
1872,169699.52
1873,229795.76
1874,141955.0
1875,216530.22
1876,204078.64
1877,222234.26
1878,217940.16
1879,123140.43
1880,133979.75
1881,272130.21
1882,243453.87
1883,199289.67
1884,206542.06
1885,271665.99
1886,268692.01
1887,211356.77
1888,276813.64
1889,170756.05
1890,137458.58
1891,145035.50666666665
1892,107937.19
1893,132072.68
1894,142982.02
1895,138554.4
1896,132190.85
1897,130582.55
1898,120452.25
1899,142073.84
1900,129319.49
1901,152504.58
1902,140430.07
1903,180964.71
1904,128705.04
1905,185630.55
1906,149910.5
1907,190849.2
1908,121110.46
1909,142486.3
1910,138527.4
1911,204708.1
1912,269807.22
1913,200866.55
1914,84966.5
1915,299854.89
1916,69829.61
1917,246950.17
1918,136152.28
1919,172623.02
1920,179685.04
1921,395848.96
1922,287680.49
1923,210365.79
1924,243267.31
1925,202536.01
1926,376823.3
1927,127532.0
1928,167293.31
1929,118741.8
1930,127226.9
1931,141644.72
1932,141782.87
1933,171568.64
1934,183131.97
1935,175348.21
1936,185752.9
1937,187061.51
1938,180139.83
1939,217631.0
1940,176704.35
1941,175996.21
1942,180058.78
1943,194848.4
1944,314906.73
1945,343071.69
1946,147787.17
1947,277237.61
1948,160084.29
1949,237119.62
1950,178997.8
1951,263929.87
1952,227322.54
1953,178348.73
1954,200665.02
1955,138236.09
1956,348495.65
1957,170853.15
1958,308535.6
1959,153013.35
1960,115044.98
1961,123454.14
1962,105046.22
1963,108713.0
1964,132465.58666666667
1965,150687.5
1966,139026.7
1967,284970.17
1968,409260.07
1969,372275.46
1970,421473.56
1971,496160.59
1972,352160.13
1973,260698.46
1974,311826.91
1975,462190.68
1976,282332.49
1977,434141.16
1978,360964.15
1979,305584.78
1980,198888.1
1981,310508.33
1982,213413.73
1983,203123.9
1984,172436.54
1985,240373.84
1986,213058.62
1987,171972.47
1988,178704.55
1989,190697.74
1990,208866.81
1991,220009.71
1992,229614.43
1993,168828.11
1994,244410.06
1995,184449.54
1996,283725.59
1997,311156.93
1998,362640.7
1999,262575.83
2000,300575.13
2001,286514.3
2002,250085.58
2003,256611.72
2004,269289.75
2005,211616.2
2006,206942.36
2007,250484.79
2008,213927.54
2009,192411.32
2010,191073.2
2011,127413.75
2012,175994.77
2013,172371.38
2014,196718.15
2015,209476.79
2016,199125.01
2017,201089.5
2018,127733.0
2019,136824.33333333334
2020,115989.75
2021,112256.33
2022,189089.56
2023,155451.85
2024,247799.51
2025,403445.91
2026,164894.63
2027,158632.02
2028,154382.16
2029,165473.54
2030,276572.98
2031,234626.9
2032,215794.86
2033,274840.29
2034,162330.55
2035,213925.74
2036,191550.4
2037,194249.58
2038,271566.56
2039,184460.8
2040,412208.5
2041,244357.38
2042,206652.97
2043,169931.27
2044,193143.86
2045,189005.6
2046,135190.62
2047,144925.6
2048,147220.5
2049,138649.68
2050,159965.5
2051,97648.37
2052,135343.6
2053,138230.8
2054,90974.0
2055,152673.5
2056,144476.41333333333
2057,119796.75
2058,228274.18
2059,139576.51
2060,162653.28
2061,166682.85
2062,121461.0
2063,115278.76
2064,136778.16
2065,115813.0
2066,174558.8
2067,141943.54
2068,141680.44
2069,87098.66
2070,109571.26
2071,101474.68
2072,153445.48
2073,148261.57
2074,178568.6
2075,143996.0
2076,119640.58
2077,140987.91
2078,127693.0
2079,137971.5
2080,116048.26
2081,118659.0
2082,142872.97
2083,138460.17
2084,106840.59
2085,119069.09
2086,145992.53
2087,138858.68
2088,115844.07
2089,89926.01
2090,128439.76
2091,111917.28
2092,136562.17
2093,119676.58
2094,102410.76
2095,142870.27
2096,95247.1
2097,97003.0
2098,162449.4
2099,64042.65
2100,96289.51
2101,129476.31
2102,125751.32
2103,100782.8
2104,125107.4
2105,105386.0
2106,69041.16
2107,267809.37
2108,121313.25
2109,109874.34
2110,125475.58
2111,154011.08
2112,136888.09
2113,123455.51
2114,112872.3
2115,157103.5
2116,121461.34
2117,153110.17
2118,111464.12
2119,112888.56
2120,121412.01
2121,87076.11
2122,111135.05
2123,91582.43
2124,154078.62
2125,153214.97
2126,177929.11
2127,148706.0
2128,127260.91
2129,96404.3
2130,147041.0
2131,187039.69
2132,119619.31
2133,125189.33
2134,133433.34
2135,111888.3
2136,85876.83
2137,121255.04
2138,134808.37
2139,149990.05
2140,135148.21
2141,149825.6
2142,131161.25
2143,135299.63
2144,115351.77
2145,134672.25
2146,153825.8
2147,164475.95
2148,142979.0
2149,148303.68
2150,202094.25
2151,111384.5
2152,133055.88
2153,163566.83
2154,97679.5
2155,138959.28
2156,233344.47
2157,238744.0
2158,229663.57
2159,207171.12
2160,169577.9
2161,257937.06
2162,449216.19
2163,358102.31
2164,250892.84
2165,173200.95
2166,144453.0
2167,214526.66
2168,203430.75
2169,196602.23
2170,213630.9
2171,147520.02
2172,147857.12
2173,162572.58
2174,234646.94
2175,267107.55
2176,308423.48
2177,241409.67
2178,206106.56
2179,135528.83333333334
2180,247866.08
2181,196678.06
2182,235169.47
2183,197423.66
2184,137293.25
2185,135199.82
2186,154862.65
2187,153092.14
2188,165808.32
2189,395021.01
2190,86463.76
2191,86866.26
2192,84728.0
2193,101693.0
2194,103770.76
2195,111338.59
2196,101164.0
2197,116073.81
2198,142228.22
2199,157071.68
2200,131241.54
2201,132492.0
2202,159064.52
2203,152851.68
2204,159925.17
2205,115026.18
2206,137181.5
2207,168035.06
2208,210294.74
2209,180904.15
2210,124646.11
2211,117620.06
2212,122456.78
2213,99333.0
2214,150849.37
2215,103982.53
2216,148971.45
2217,80821.03
2218,97807.56
2219,96105.56
2220,96412.76
2221,338759.47
2222,261153.56
2223,311880.53
2224,234875.49
2225,140454.82
2226,215230.62
2227,212067.59
2228,253180.46
2229,244309.53
2230,156260.46
2231,195136.89
2232,175049.84
2233,145928.4
2234,249733.31
2235,219174.8
2236,249707.77
2237,404449.05
2238,227434.68
2239,109416.93
2240,165478.57
2241,158721.3
2242,137943.18333333332
2243,134096.7
2244,98096.38
2245,102330.1
2246,129236.0
2247,106442.53
2248,123704.5
2249,128849.93
2250,131861.75
2251,125191.08
2252,187336.25
2253,159549.01
2254,172158.12
2255,199910.05
2256,174576.17
2257,231951.92
2258,165131.65
2259,181792.75
2260,160937.9
2261,176577.39
2262,177812.56
2263,326067.86
2264,471034.3
2265,177150.55
2266,261213.88
2267,377144.75
2268,361315.58
2269,156524.4
2270,185956.6
2271,209207.76
2272,241967.97
2273,172830.55
2274,203288.74
2275,174935.4
2276,171705.05
2277,198034.72
2278,157500.9
2279,131571.8
2280,116885.38
2281,171761.81
2282,183115.57
2283,112243.5
2284,132818.96
2285,133097.1
2286,131562.34
2287,328322.57
2288,243164.13
2289,367530.68
2290,414687.55
2291,297488.68
2292,422107.69
2293,464010.47
2294,389498.03
2295,482419.35
2296,309059.89
2297,299140.14
2298,330335.35
2299,395406.87
2300,324194.02
2301,256240.91
2302,263080.48
2303,239496.48
2304,248586.43
2305,187192.0
2306,186131.74
2307,194389.04
2308,212759.55
2309,267227.25
2310,201533.36
2311,208605.96
2312,191396.34
2313,171550.41
2314,171153.46
2315,171608.38
2316,193267.46
2317,180686.69
2318,177467.0
2319,174519.34
2320,177964.94
2321,264288.07
2322,175819.29
2323,169731.68
2324,171324.09
2325,199846.37
2326,168783.42
2327,208806.31
2328,212306.1
2329,187018.0
2330,188901.74
2331,382692.17
2332,411644.77
2333,315323.29
2334,253094.19
2335,261911.79
2336,327689.35
2337,206908.45
2338,284912.13
2339,237251.43
2340,382905.24
2341,246532.99
2342,225677.32
2343,244578.33
2344,224804.13
2345,249872.49
2346,208024.03
2347,204841.89
2348,220724.02
2349,181271.86
2350,259588.74
2351,239406.63
2352,228301.32
2353,290196.7
2354,119234.52
2355,123413.11
2356,151998.17
2357,205241.27
2358,189315.99
2359,142421.72
2360,122783.58
2361,148063.42
2362,244837.39
2363,140941.59
2364,172011.05
2365,207420.29
2366,173563.8
2367,211390.14
2368,215720.37
2369,203874.75
2370,171944.94
2371,165641.08
2372,197716.75
2373,257983.0
2374,326182.0
2375,224331.69
2376,304806.14
2377,351064.74
2378,157244.5
2379,237363.93
2380,145769.2
2381,174801.67
2382,202463.0
2383,199192.53
2384,247230.57
2385,169698.23
2386,139633.83
2387,133502.25
2388,115677.37
2389,122240.5
2390,136797.05
2391,142639.19
2392,116549.06
2393,171113.29
2394,141518.5
2395,211489.75
2396,154035.6
2397,198749.89
2398,131222.5
2399,68816.66
2400,66969.22
2401,115971.68
2402,132226.54
2403,139571.99
2404,147984.75
2405,157384.58
2406,131456.02
2407,129699.25
2408,145336.5
2409,130827.5
2410,182544.29
2411,120001.0
2412,147836.04
2413,123220.59
2414,136846.87333333335
2415,131212.97
2416,115557.0
2417,124430.41
2418,125444.51
2419,132448.13
2420,123999.0
2421,151956.35
2422,117038.87
2423,96567.19
2424,151237.0
2425,303966.29
2426,136494.22
2427,114589.0
2428,192980.53
2429,115342.3
2430,131733.54
2431,132373.19
2432,130413.34
2433,141014.0
2434,138034.5
2435,157446.79
2436,107979.66
2437,114435.51
2438,126685.85
2439,111871.0
2440,118726.34
2441,111892.73
2442,103785.83
2443,126518.04
2444,131190.31
2445,98285.59
2446,141646.03
2447,179508.77
2448,148111.66
2449,115873.33
2450,158018.52
2451,137305.72
2452,212185.6
2453,101662.78
2454,125043.86
2455,130260.04
2456,124567.0
2457,121365.37
2458,124768.12
2459,104803.1
2460,143318.5
2461,126019.0
2462,127697.54
2463,119627.3
2464,175504.6
2465,124190.5
2466,129981.17
2467,136792.93
2468,101800.99
2469,82316.87
2470,234466.97
2471,217312.32
2472,157453.66
2473,120740.5
2474,117007.78
2475,207858.2
2476,101486.0
2477,123305.0
2478,157421.57
2479,119127.5
2480,145755.6
2481,129292.83
2482,131783.12
2483,118894.34
2484,129848.54
2485,128359.75
2486,144216.1
2487,304440.25
2488,155305.5
2489,149018.53
2490,188544.15
2491,97842.35
2492,202116.85
2493,147673.18
2494,156843.56
2495,106564.18
2496,256616.58
2497,147331.24
2498,119248.26
2499,92290.5
2500,125335.25
2501,137807.37
2502,143111.57
2503,107784.26
2504,185197.4
2505,204336.5
2506,256660.39
2507,322093.52
2508,256779.29
2509,234502.12
2510,237140.46
2511,181839.81
2512,201297.69
2513,212865.4
2514,242213.19
2515,147115.16
2516,172043.12
2517,140487.75
2518,148125.69
2519,203504.34
2520,207200.34
2521,195352.55
2522,209240.28
2523,123048.29
2524,144040.32
2525,143128.71
2526,133963.40666666665
2527,119381.58
2528,123628.83
2529,140836.42
2530,132686.25
2531,256235.92
2532,228574.76
2533,196674.34
2534,238268.46
2535,275324.54
2536,234577.09
2537,244159.94
2538,183471.86
2539,184365.76
2540,174354.65
2541,179224.45
2542,167957.28
2543,132878.45
2544,119483.0
2545,144079.09
2546,140165.5
2547,149767.6
2548,152098.82
2549,170084.76
2550,420075.25
2551,144839.97
2552,125894.68
2553,84023.26
2554,111232.6
2555,119672.1
2556,100140.66
2557,118763.54
2558,211503.46
2559,118331.0
2560,139959.61
2561,121836.14
2562,126541.04
2563,133046.36
2564,180092.83
2565,134167.51
2566,144449.32
2567,130588.0
2568,182263.9
2569,191695.3
2570,124577.77
2571,204743.43
2572,146899.37
2573,230558.59
2574,261867.71
2575,125005.79
2576,108513.18
2577,108520.5
2578,99702.68
2579,64312.88
2580,129649.88
2581,159759.33
2582,109829.33
2583,259588.6
2584,151454.52
2585,190455.16
2586,231703.89
2587,201815.4
2588,123104.68
2589,144521.07
2590,221372.73
2591,235706.16
2592,207243.54
2593,219953.77
2594,172869.25
2595,184497.75
2596,352656.58
2597,194841.29
2598,257627.95
2599,329751.03
2600,248004.49
2601,125665.29
2602,88291.5
2603,95950.88
2604,95284.26
2605,88337.26
2606,144483.22
2607,246648.84
2608,221606.4
2609,160321.33
2610,97872.0
2611,144785.16
2612,154797.83
2613,124113.59
2614,127933.5
2615,149170.58
2616,153393.0
2617,170104.65
2618,235964.0
2619,221046.72
2620,190569.85
2621,171158.91
2622,189691.78
2623,241577.02
2624,311414.76
2625,310930.38
2626,171062.05
2627,164724.2
2628,455402.0
2629,484856.47
2630,323196.31
2631,490228.45
2632,427173.08
2633,273362.04
2634,406796.5
2635,150220.61
2636,207375.6
2637,164600.9
2638,248135.63
2639,196247.95
2640,166683.24
2641,117412.0
2642,186105.6
2643,124085.72
2644,144256.83
2645,115393.34
2646,92835.0
2647,125620.76
2648,157673.0
2649,141261.75
2650,129446.42
2651,155041.65
2652,403649.98
2653,239748.96
2654,249939.9
2655,387303.33
2656,311773.25
2657,322862.36
2658,258394.85
2659,311020.9
2660,319824.36
2661,360654.89
2662,329397.3
2663,303559.97
2664,253569.55
2665,352312.16
2666,279445.81
2667,167495.18
2668,180209.73
2669,177736.41
2670,282311.93
2671,189249.02
2672,193656.47
2673,207536.97
2674,212326.78
2675,163827.63
2676,183795.84
2677,196663.65
2678,249101.36
2679,263077.97
2680,266597.25
2681,418146.91
2682,325467.94
2683,507134.75
2684,305488.85
2685,324913.36
2686,245038.36
2687,267789.51
2688,204667.09
2689,195282.63
2690,478379.84
2691,193682.02
2692,116137.86
2693,199240.35
2694,120601.77
2695,193458.0
2696,188463.71
2697,203936.63
2698,209296.24
2699,170931.0
2700,154585.68
2701,154435.84
2702,133682.46
2703,143464.77
2704,144134.82666666666
2705,119556.85
2706,123190.33
2707,127984.5
2708,124351.25
2709,96423.33
2710,126006.42
2711,407414.31
2712,426375.97
2713,174106.62
2714,148477.68
2715,165704.24
2716,146807.04
2717,196370.98
2718,237315.7
2719,159994.66
2720,198849.74
2721,135073.47
2722,199026.0
2723,157503.12
2724,127454.5
2725,127221.0
2726,142916.76
2727,184474.34
2728,206625.33
2729,151068.0
2730,135903.25
2731,119793.1
2732,118482.13
2733,154665.48
2734,146403.56
2735,127148.58
2736,147260.21
2737,111835.91
2738,130018.96
2739,160782.83
2740,140626.81
2741,144734.74
2742,159992.3
2743,151889.5
2744,152060.94
2745,141828.5
2746,122066.84
2747,147446.71
2748,122313.25
2749,125837.0
2750,123399.25
2751,124140.36
2752,267780.94
2753,198753.0
2754,304814.24
2755,140887.82
2756,102241.0
2757,85937.04
2758,90516.87
2759,147900.69
2760,139610.53
2761,148692.48
2762,152496.23
2763,214367.14
2764,160511.46
2765,272982.37
2766,128806.0
2767,95588.32
2768,129117.5
2769,128355.84
2770,138497.67
2771,119302.3
2772,104060.5
2773,158344.32
2774,138266.09
2775,129860.48
2776,134185.75
2777,147690.65
2778,113232.18
2779,121256.9
2780,106335.53
2781,105946.3
2782,100076.67
2783,87957.97
2784,120027.0
2785,140612.6
2786,71777.72
2787,116359.44
2788,94388.5
2789,196509.92
2790,105599.32
2791,117270.93
2792,71493.31
2793,142948.29
2794,111873.02
2795,113038.43
2796,100809.24
2797,242134.26
2798,129887.98
2799,119187.56
2800,74645.33
2801,104126.94
2802,132408.59
2803,179848.8
2804,126142.37
2805,101898.76
2806,95027.24
2807,150112.08
2808,158734.0
2809,121003.09
2810,130080.25
2811,198514.0
2812,157393.0
2813,217042.07
2814,221666.45
2815,107872.94
2816,232954.75
2817,145316.42
2818,123295.79
2819,158734.58
2820,140106.74
2821,125604.02
2822,168950.44
2823,377425.08
2824,184425.42
2825,173275.5
2826,125956.5
2827,143296.87
2828,256602.26
2829,182308.23
2830,245664.89
2831,183976.76
2832,263828.97
2833,269836.66
2834,202424.6
2835,228544.97
2836,199939.02
2837,172790.57
2838,146388.42
2839,184234.76
2840,205115.01
2841,201389.2
2842,224092.78
2843,150487.0
2844,161302.3
2845,122142.3
2846,201697.39
2847,200783.94
2848,230807.49
2849,207160.56
2850,270369.15
2851,235114.34
2852,244524.69
2853,253417.13
2854,143311.89333333334
2855,203378.46
2856,200156.29
2857,195271.51
2858,205130.86
2859,133780.5
2860,119447.84
2861,139309.6
2862,200108.23
2863,111879.58
2864,242234.43
2865,145133.77
2866,136197.57
2867,108539.66
2868,122767.86
2869,128802.56
2870,154528.56
2871,93764.26
2872,59575.16
2873,104730.3
2874,134083.5
2875,122300.5
2876,188535.5
2877,113609.04
2878,145055.04
2879,145809.32
2880,111978.26
2881,127805.16
2882,152773.0
2883,200214.0
2884,170154.12
2885,163682.33
2886,211790.31
2887,117121.88
2888,128067.0
2889,71243.22
2890,88387.08
2891,143071.32
2892,68546.66
2893,112046.26
2894,67125.72
2895,298686.28
2896,263123.25
2897,199209.91
2898,145681.74
2899,208593.01
2900,165299.82
2901,208996.06
2902,182371.25
2903,319301.09
2904,368434.73
2905,92683.59
2906,233121.75
2907,115248.34
2908,129273.62
2909,139862.28
2910,85950.76
2911,87914.0
2912,185057.0
2913,94733.8
2914,90185.0
2915,100143.5
2916,89589.0
2917,173815.37
2918,116890.58
2919,247364.25
